MT	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/MT
chr10A1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10A1
chr10A2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10A2
chr10A3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10A3
chr10A4	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10A4
chr10B1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10B1
chr10B2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10B2
chr10B3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10B3
chr10B4	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10B4
chr10B5	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10B5
chr10C1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10C1
chr10C2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10C2
chr10C3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10C3
chr10D1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10D1
chr10D2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10D2
chr10D3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr10D3
chr11A1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11A1
chr11A2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11A2
chr11A3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11A3
chr11A4	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11A4
chr11A5	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11A5
chr11B1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11B1
chr11B2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11B2
chr11B3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11B3
chr11B4	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11B4
chr11B5	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11B5
chr11C	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11C
chr11D	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11D
chr11E1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11E1
chr11E2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr11E2
chr12A1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12A1
chr12A2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12A2
chr12A3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12A3
chr12B1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12B1
chr12B2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12B2
chr12B3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12B3
chr12C1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12C1
chr12C2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12C2
chr12C3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12C3
chr12D1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12D1
chr12D2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12D2
chr12D3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12D3
chr12E	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12E
chr12F1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12F1
chr12F2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr12F2
chr13A1	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr13A1
chr13A2	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr13A2
chr13A3	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr13A3
chr13A4	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/chr13A4
